13.13,4.8868,-4.3892,8.3977,13.13,2.748,5.5075,-2.2699
13.14,11.252,0.26882,1.5792,13.14,2.7872,4.4586,-1.8353
13.15,14.212,2.2634,-3.1068,13.15,2.6492,3.4456,-1.4816
13.16,12.454,2.7876,-3.2682,13.16,2.1903,2.3218,-1.4968
13.17,13.63,9.7919,-1.5392,13.17,1.2874,1.2302,-2.1977
13.18,20.068,14.385,-4.5344,13.18,-0.081055,0.34238,-3.7478
13.19,18.911,10.693,-6.6938,13.19,-1.2007,-0.16448,-5.1573
13.2,6.1054,20.811,6.7133,13.2,-1.4106,-0.24015,-5.4645
13.21,4.1942,14.827,9.9402,13.21,-1.7883,-0.35694,-6.2682
13.22,11.574,22.595,-3.3165,13.22,-2.1214,-0.45698,-7.454
13.23,19.98,52.471,-22.962,13.23,-2.1564,-0.46125,-8.5866
13.24,15.325,44.114,-12.156,13.24,-2.0747,-0.43447,-9.2465
13.25,-2.5591,-15.796,31.179,13.25,-2.1075,-0.35457,-9.6575
13.26,-1.3544,-6.6189,23.664,13.26,-2.0814,-0.12878,-11.202
13.27,1.5132,12.834,10.925,13.27,-1.4116,-0.20205,-12.78
13.28,-3.2367,8.3489,16.774,13.28,0.25454,-0.44183,-13.194
13.29,-8.5399,-0.84567,21.685,13.29,2.9475,0.085896,-11.391
13.3,-9.6395,-0.31577,11.346,13.3,6.288,1.7891,-7.0406
13.31,-11.882,-0.49243,-4.4406,13.31,8.742,3.3534,-1.9351
13.32,-20.884,-13.604,-12.519,13.32,8.7592,3.3152,1.9277
13.33,-25.772,-22.978,-11.111,13.33,6.8239,1.957,4.4673
13.34,-6.3917,4.4245,-5.1608,13.34,4.6121,0.5829,6.7273
13.35,22.81,48.815,-0.3638,13.35,3.116,-0.16164,9.2149
13.36,-11.471,0.48986,-3.5438,13.36,2.1425,-0.77015,11.504
13.37,-66.769,-88.938,-7.4292,13.37,1.43,-1.7092,13.093
13.38,-26.898,-50.552,1.0142,13.38,1.0581,-2.4305,13.578
13.39,10.993,-4.5092,7.9157,13.39,1.2365,-2.0063,12.625
13.4,16.435,6.3337,10.082,13.4,1.8332,-0.63237,10.232
13.41,13.353,2.8542,12.892,13.41,2.4535,0.63057,6.6552
13.42,17.274,0.50802,17.152,13.42,2.8547,1.1065,2.2829
13.43,21.875,-1.0056,12.959,13.43,3.148,1.0269,-2.2091
13.44,19.009,-4.0109,-7.6022,13.44,3.4683,0.73177,-6.1261
13.45,12.226,-9.7127,-16.995,13.45,3.7033,0.41003,-8.9707
13.46,11.677,-18.58,30.728,13.46,3.5952,0.16073,-10.363
